feature,off_3d_rate_r4,off_3d_rate_r8,off_red_zone_td_rate_r4,off_red_zone_td_rate_r8,off_yards_per_drive_r4,off_yards_per_drive_r8,off_plays_per_drive_r4,off_plays_per_drive_r8,off_explosive_play_rate_r4,off_explosive_play_rate_r8,off_penalty_yards_per_game_r4,off_penalty_yards_per_game_r8,def_3d_stop_rate_r4,def_3d_stop_rate_r8,def_red_zone_td_rate_allowed_r4,def_red_zone_td_rate_allowed_r8,def_explosive_play_rate_allowed_r4,def_explosive_play_rate_allowed_r8,def_penalty_yards_per_game_r4,def_penalty_yards_per_game_r8,off_turnover_rate_r4,off_turnover_rate_r8,def_takeaway_rate_r4,def_takeaway_rate_r8,turnover_margin_rate_r4,turnover_margin_rate_r8,st_epa_r4,st_epa_r8,off_avg_start_field_pos_r4,off_avg_start_field_pos_r8,qb_bad_throw_rate_r4,qb_bad_throw_rate_r8,qb_time_to_throw_r4,qb_time_to_throw_r8,off_drop_rate_r4,off_drop_rate_r8,def_broken_tackle_rate_allowed_r4,def_broken_tackle_rate_allowed_r8,roster_continuity_score,coach_tenure_weeks,coach_tenure_censored,division_familiarity,rush_matchup_z,pass_matchup_z,mobility_pressure_z
off_avg_start_field_pos_r8,-0.052488460535064826,-0.08685163418673669,-0.014415623065664435,-0.09337975293711892,-0.017341087198698403,-0.05210744886022104,-0.062417197217322626,-0.11226508795889227,0.10955551787713594,0.09354195464083025,-0.07786522914617665,-0.07695530319781566,0.3452506688300094,0.4783129724478997,-0.1953538605896867,-0.2980938055143859,-0.2476609603231645,-0.34131568145429775,0.011518526171091947,0.03155724394448691,-0.1468804561877938,-0.20951003324214387,-0.00490556681540804,0.04641309301271234,0.08936685486899591,0.16112203153157814,-0.001560364236419596,-0.007526460220973287,0.7217131330376849,1.0,0.0031556593086314593,0.012811333763104135,0.10116643943150683,0.0967387425590247,-0.017889068641816018,0.038362783047513394,-0.10476629486170616,-0.13479089974902697,-0.030677304106964755,0.070918077660319,0.050006959354148464,0.019048104026368272,0.041403333643142665,0.01063244268079056,-0.011564028439243519
qb_bad_throw_rate_r4,-0.23918851791788165,-0.21523533170517734,-0.16011848381765129,-0.1262186634216374,-0.2052135452122216,-0.18326669498879533,-0.11357135696673862,-0.1133180752640898,-0.03925529923610942,-0.04796295436590043,0.10580847144307975,0.1272543829226198,0.029549461731301428,0.04473567232748392,0.0303659910830728,0.08247248677533242,0.09792547676485718,0.0922552045937495,-0.010230650593989317,0.010066854140758126,0.10288171228650721,0.10246577436076552,-0.017827686122069943,-0.0021460643690617326,-0.07689465694931365,-0.06496768688505333,-0.028738704116617334,0.012933097604427046,0.00541036455909901,0.0031556593086314593,1.0,0.7946902720473761,-0.02700941699870985,-0.037676279916916404,-0.044396534258077505,-0.03922223508967899,0.11850733909412899,0.12170529205621941,-0.08166553553338353,-0.13751243456424986,0.08086448709884914,-0.05449470097849392,-0.023706104137650747,0.002001513005084092,-0.0406673906853159
qb_bad_throw_rate_r8,-0.22108007918617265,-0.28413168497853597,-0.12300113770175236,-0.15652945286150943,-0.18845568612162125,-0.24474112981201882,-0.09746066902159445,-0.1388878262078041,-0.04630870761310319,-0.07144883634754573,0.06838064247905871,0.09983757829058192,0.002059706994681363,0.051398222489974645,-0.012605817002964252,0.03409118452035549,0.06935352561406884,0.09891100552909061,-0.006607861734545651,0.0341582936988307,0.06805660823527468,0.09535854553478065,0.0077592661423948085,-0.005028379183488548,-0.03771879731829932,-0.06250143688497847,-0.022838429910493663,0.0032150733328004783,-0.011506555408870828,0.012811333763104135,0.7946902720473761,1.0,-0.06032305555215754,-0.041529414236672786,0.039948595615363625,0.006545620048069915,0.0785231309799924,0.11931972532075516,-0.08386784450866802,-0.14517956261157403,0.07460644251880295,-0.08115434848684512,-0.005741692563177192,-0.00595515236724464,-0.026682696478165166
qb_time_to_throw_r4,0.05801566828837745,0.08003219294320939,-0.0028751873614591065,-0.009628086025321501,0.05929373118084577,0.07590219936555363,0.027105124167987594,0.050031270079030764,0.17810799282452455,0.1959921931127761,0.010267586443668387,0.06554088251027912,0.022610117739257113,0.023847786900333883,0.01370691180005569,-0.014395767497660842,-0.06300360520589145,-0.08101146551267786,0.021389421247801892,0.005511378942108103,-0.07758620631091144,-0.11118622471356683,0.016558900033985212,0.05152071029320863,0.06008282128993265,0.10360401460292769,0.01119850209027276,0.037219068396825164,0.09562070484506274,0.10116643943150683,-0.02700941699870985,-0.06032305555215754,1.0,0.8710859265383408,-0.05094314603065518,-0.05812101222577486,-0.08602750610051026,-0.13596838776781994,0.001891220265967771,0.11746562237325163,-0.041073995709551295,0.08997831257552125,0.014830915706460543,0.029762495304863593,-0.051084455342931344
qb_time_to_throw_r8,0.06729882435840608,0.06928115997213928,-0.010729567651202969,-0.013043709922857307,0.03802464772209062,0.059340346763397514,0.03929375197844596,0.04195767884515133,0.1422921171481863,0.19977303013091607,0.021426683662796445,0.07417413122107983,0.053193997344763926,0.03904459796216142,0.0113645352164401,-0.011363166382145538,-0.04663909450591794,-0.0481185694491287,0.02993769199711516,0.019506438423771266,-0.07089785340134577,-0.09441139078495027,0.008744288089613526,0.04709399557468524,0.050608544792797396,0.09022524127460549,0.010697170725476348,0.03387997721508859,0.08337086982795043,0.0967387425590247,-0.037676279916916404,-0.041529414236672786,0.8710859265383408,1.0,-0.02914318591239405,-0.060539734118634884,-0.0765757001207012,-0.11528766256676957,-0.003375383153841155,0.09417261757302244,-0.028580374442255353,0.09890929474403455,0.02386149646930838,0.019430068717276833,-0.04589260989261759
off_drop_rate_r4,-0.04608560810042881,-0.009386647563151839,-0.08254134371656677,-0.07009742057272758,-0.07022762676107133,-0.007726504627055466,-0.027176656117451254,0.007630941913758972,-0.10763170977874782,-0.03557269110802314,0.0027261315446650593,0.0338424289850596,0.036737461151562324,0.04195258489976543,-0.030767694105468715,-0.0015384058133883953,-0.06021466643619103,-0.010669219002666168,0.05798337112357848,0.07849001668933073,-0.01031287828567691,0.001302655251781386,0.016574813784376922,0.007050575153778114,0.017651443064105064,0.0039375990988561775,0.007078789624202758,-0.02001032799389509,0.0038967907953789773,-0.017889068641816018,-0.044396534258077505,0.039948595615363625,-0.05094314603065518,-0.02914318591239405,1.0,0.7299991516513762,-0.01872113255645882,0.015853198515133504,0.022132663094721762,-0.08772959046639382,0.030286331312704855,0.00926659647149794,-0.007388270910494896,-0.0328617085012157,0.022908988059051213
off_drop_rate_r8,-0.0008943558311160744,-0.013878867106570868,-0.054739644224279994,-0.09524900457268055,-0.02127186039917862,-0.016171832712580377,-0.019963430769951843,-0.0023378128027901086,-0.05624974685828561,-0.05469884592809959,-0.010560628731900801,0.0401476138995143,0.003831240302202481,0.0379226350640128,-0.03693831919070361,-0.031153691638864656,-0.07023557784285239,-0.022599418201370763,0.10674897068137439,0.11488754310477213,-0.003296774518642615,0.005441736278742909,-0.012973389380939178,-0.02049595337497255,-0.006643596366256859,-0.017167768899819802,0.03258038420634546,-0.007986805988747726,0.03898345742869485,0.038362783047513394,-0.03922223508967899,0.006545620048069915,-0.05812101222577486,-0.060539734118634884,0.7299991516513762,1.0,-0.04154985974531439,-0.012597843994757378,0.02172996215584359,-0.11361376127237334,0.013777116885869843,0.031140454823541875,-0.010137708237910556,-0.031224669892778112,0.022912380718073274
def_broken_tackle_rate_allowed_r4,-0.09688149009970931,-0.06341202464076492,-0.026322616153648514,0.051149751742529885,-0.10050322209009394,-0.06612151294619337,-0.02577821252221813,-0.0006834004584816615,-0.1107456094090429,-0.12156135371034082,0.09193803502395893,0.06432222284901695,-0.05087871766540201,-0.04746314262262291,0.10442016267226674,0.09640684087352554,0.17675440859800814,0.14322288667463645,0.06676610478412759,0.04302496191510081,0.10672378002935184,0.13512612162900176,-0.06770394850018394,-0.06798878043082984,-0.11285611601286612,-0.12952881665710664,-0.0461418681098456,-0.07536111363221584,-0.10383193896277586,-0.10476629486170616,0.11850733909412899,0.0785231309799924,-0.08602750610051026,-0.0765757001207012,-0.01872113255645882,-0.04154985974531439,1.0,0.7685416838582789,-0.06301979043338658,-0.02449323887136451,-0.045469917373799365,-0.04469629158761735,0.03708408358037199,0.014111857219732248,0.030732315353488433
def_broken_tackle_rate_allowed_r8,-0.11225654786561348,-0.11980680191682822,-0.059454746714913166,0.012674660216341187,-0.13634262258781035,-0.1318609856268105,-0.03760851649155024,-0.05435844788452337,-0.1285767073298639,-0.1527131410121009,0.10359217485621071,0.09238209261476588,-0.05177120812443538,-0.04395031589909558,0.08926867127498796,0.1361510032907221,0.11825158135497332,0.18055133249904562,0.1042317887089751,0.09872752753453072,0.15582897033563597,0.17479810276648766,-0.07759545863490835,-0.08968019189687418,-0.1504872937558261,-0.16872208798190175,-0.04851417590092047,-0.07639965408258466,-0.09830058793083161,-0.13479089974902697,0.12170529205621941,0.11931972532075516,-0.13596838776781994,-0.11528766256676957,0.015853198515133504,-0.012597843994757378,0.7685416838582789,1.0,-0.06102447849936606,-0.04613056731113547,-0.025857357857093796,-0.10663503982671844,0.028489165342726577,-0.01882484617619125,0.01724562993074223
roster_continuity_score,0.19846611898097855,0.23371591328833816,0.09862333637543629,0.1488871513376552,0.223157125442881,0.25942455475346604,0.06269487496596192,0.05067691622662087,0.17342102287315134,0.22587610525989932,-0.03630127848828297,-0.03199108478644641,0.03410233274238512,0.03169281665971363,-0.03956172667998735,0.004656253103075899,0.043565767438939605,-0.0078097670079904724,0.049044577646597455,0.050104512578723684,-0.08613327758920783,-0.12420710346995938,0.09022041574115446,0.12569646637870602,0.11500617675417095,0.16159801638437513,0.04729512827221786,0.046690543634573554,-0.045611356736174995,-0.030677304106964755,-0.08166553553338353,-0.08386784450866802,0.001891220265967771,-0.003375383153841155,0.022132663094721762,0.02172996215584359,-0.06301979043338658,-0.06102447849936606,1.0,0.002224009006504149,0.07276263947394433,-0.07354274862425104,-0.006646606886636917,-0.007485262596141948,-0.015724490683308574
coach_tenure_weeks,0.12619197190853992,0.11889406512094187,0.0333195344192119,0.016075373402001287,0.1476523989927954,0.11982777815415091,0.060432073011484705,0.03866617822313429,0.1634704940102724,0.14758339882387744,-0.009839715070673292,-0.013409231633551044,0.04783856709822227,0.08388469076306747,-0.04686318618032396,-0.09235353478112693,0.014043968261328598,-0.029234360086967847,-0.04764183929292233,-0.06413822410421663,-0.07722126367631346,-0.1113529129418354,0.01462380694370921,0.037125750841862384,0.05855139737099572,0.09401926063663654,-0.02726861683480781,-0.03281456232591852,0.04463521036446968,0.070918077660319,-0.13751243456424986,-0.14517956261157403,0.11746562237325163,0.09417261757302244,-0.08772959046639382,-0.11361376127237334,-0.02449323887136451,-0.04613056731113547,0.002224009006504149,1.0,0.2859707510383633,0.18384613383599577,0.010516244851813007,0.007147442656926465,0.04309948011183692
coach_tenure_censored,0.2190320047949872,0.2392409275110563,0.07858442208030988,0.1237995471165673,0.17924114706007757,0.2017761565445382,0.07560112442871919,0.08337466937468993,0.13528462904076877,0.1556503756148251,-0.058928153126394045,-0.11390212232326001,0.03826265070287646,0.04846174733497597,-0.030306935800874422,-0.018766808282938592,-0.041535409527886875,-0.03894325659877502,0.017781337935953958,0.059906581289042755,-0.02422494032439288,-0.029397310400429266,0.12356335780962661,0.18082074179975616,0.09836910497140998,0.13992070068904439,-0.0033667826198883477,-0.009531265337290424,0.02990915499115767,0.050006959354148464,0.08086448709884914,0.07460644251880295,-0.041073995709551295,-0.028580374442255353,0.030286331312704855,0.013777116885869843,-0.045469917373799365,-0.025857357857093796,0.07276263947394433,0.2859707510383633,1.0,-0.10685952936077452,-0.008619705815913078,0.04456169429121351,-0.025535991296241636
division_familiarity,0.006790767477401327,0.006991633761169712,-0.008909145791688883,-0.054923922848762546,-0.0005848242200617537,-0.012484896134473723,-0.008053639694259073,-0.0005682400060372719,0.008893361300766468,-0.008387087828900807,-0.020206185519294702,-0.026280809006328957,-0.014645469342499854,0.010915396505013816,-0.040534490170120036,-0.062399867605956866,-0.018327234662180756,-0.027257844989784324,-0.04689990865858615,-0.08421045612019852,-0.029410816166114687,-0.044694690818720684,-0.0097584356189846,-0.011709430694257493,0.01199327729747516,0.0198276588147792,0.008223923568299303,0.005628112082142592,-0.006887504219293684,0.019048104026368272,-0.05449470097849392,-0.08115434848684512,0.08997831257552125,0.09890929474403455,0.00926659647149794,0.031140454823541875,-0.04469629158761735,-0.10663503982671844,-0.07354274862425104,0.18384613383599577,-0.10685952936077452,1.0,-0.00270259030614695,-0.024462732251987272,0.035141951906110844
rush_matchup_z,-0.0443335319082373,-0.04624322816919258,-0.0007251648474784497,0.005769981861771302,-0.016124979966448943,-0.02758440855225156,0.013314147301780257,-0.002801210205346938,-0.008999672424553368,0.0016387740903534812,0.025857758317389526,0.03292216778860793,-0.021829294153366253,0.02537698732230757,-0.025598252047400866,-0.01996690004905307,0.004389454353583041,2.8142491165883647e-06,0.015542208366254475,0.016568917203607016,-0.02653231879185887,-0.004907879658245019,0.013145095983323137,0.0022681920982561927,0.025577935071743843,0.004569163022362067,0.03404297811361077,0.048876807639983005,0.027446249401320427,0.041403333643142665,-0.023706104137650747,-0.005741692563177192,0.014830915706460543,0.02386149646930838,-0.007388270910494896,-0.010137708237910556,0.03708408358037199,0.028489165342726577,-0.006646606886636917,0.010516244851813007,-0.008619705815913078,-0.00270259030614695,1.0,-0.04929801013237901,-0.016428649132325047
pass_matchup_z,0.03171450599525623,0.031536279954868816,0.009366101970617746,0.0005944642522006821,0.03779018424789417,0.027297128384661657,0.01993596833371607,0.03362895594665335,0.031200166527097152,0.02892243440725186,-0.011909004761934032,-0.012708103218348246,0.08934193050114611,0.1008657686232681,-0.05827982224817053,-0.04898294839441906,-0.028589496605581317,-0.041299984479022854,-0.014870972376811991,-0.01528522932334902,-0.04591019829312221,-0.02638087617791143,0.03507296428485631,0.028279230960125003,0.05254787098133262,0.0353872240268286,0.026459116159883743,-0.008502284408755506,0.023126101914632644,0.01063244268079056,0.002001513005084092,-0.00595515236724464,0.029762495304863593,0.019430068717276833,-0.0328617085012157,-0.031224669892778112,0.014111857219732248,-0.01882484617619125,-0.007485262596141948,0.007147442656926465,0.04456169429121351,-0.024462732251987272,-0.04929801013237901,1.0,0.01990885586544487
mobility_pressure_z,0.04921555926646758,0.020008791660935724,-0.020632393793515523,0.0063983829336567155,0.06087213248755345,0.03776140510925481,0.05383374393758101,0.020806686881460576,0.013451467315695333,0.006346276377036782,0.026365023733934123,0.014849077288016026,-0.016416313823194847,-0.002559514596030872,-0.04672304238144632,-0.06363349341046344,0.0036945400374482065,0.00971357137357194,0.054051086769728876,0.04016347617526498,0.023827036572718875,-0.009175735630765217,-0.03995174912507145,-0.046222105940530694,-0.04189638922395195,-0.025419920360004993,0.05900432971855963,0.01160595341022043,-0.024203463433061855,-0.011564028439243519,-0.0406673906853159,-0.026682696478165166,-0.051084455342931344,-0.04589260989261759,0.022908988059051213,0.022912380718073274,0.030732315353488433,0.01724562993074223,-0.015724490683308574,0.04309948011183692,-0.025535991296241636,0.035141951906110844,-0.016428649132325047,0.01990885586544487,1.0
